Sample_ID,Country,Collection_year,Host_species,Age_group,Host_status,Lineage,cps.final,ST,adhP,pheS,atr,glnA,sdhA,glcK,tkt,aac(6')-aph(2''),ant(6-Ia),aph(3'-III),aadE,cat(pc194),catQ,ermA,ermB,ermT,lnuB,lnuC,lsaC,lsaE,mefA,msrD,tetB,tetL,tetM,tetW,tetO,tetS,alp1,alp2/3,alpha,hvgA,PI1,PI2A1,PI2A2,PI2B,rib,srr1,srr2
ERR1299575,Portugal,2002,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299576,Portugal,2003,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299577,Portugal,2003,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299578,Portugal,2012,cattle,NA,non-invasive disease,17,II,61,13,1,1,13,1,1,1,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299579,Portugal,2012,cattle,NA,non-invasive disease,17,II,61,13,1,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299580,Portugal,2012,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299581,Portugal,2012,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299582,Portugal,2013,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299583,Portugal,2012,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299584,Portugal,2012,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299585,Portugal,2013,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299586,Portugal,2012,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299587,Portugal,2012,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299589,Portugal,2012,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299590,Portugal,2012,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299591,Portugal,2012,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299592,Portugal,2012,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299593,Portugal,2012,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299594,Portugal,2012,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299595,Portugal,2012,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299596,Portugal,2012,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299597,Portugal,2011,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299598,Portugal,2012,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299599,Portugal,2012,cattle,NA,non-invasive disease,17,II,61,13,1,1,13,1,1,1,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299600,Portugal,2012,cattle,NA,non-invasive disease,17,II,61,13,1,1,13,1,1,1,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299601,Portugal,2012,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299602,Portugal,2013,cattle,NA,non-invasive disease,17,II,61,13,1,1,13,1,1,1,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299603,Portugal,2012,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299604,Portugal,2012,cattle,NA,non-invasive disease,17,II,61,13,1,1,13,1,1,1,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299605,Portugal,2012,cattle,NA,non-invasive disease,17,II,61,13,1,1,13,1,1,1,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299606,Portugal,2012,cattle,NA,non-invasive disease,17,II,61,13,1,1,13,1,1,1,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299607,Portugal,2012,cattle,NA,non-invasive disease,17,II,61,13,1,1,13,1,1,1,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299608,Portugal,2013,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299609,Portugal,2013,cattle,NA,non-invasive disease,17,II,61,13,1,1,13,1,1,1,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
ERR1299610,Portugal,2013,cattle,NA,non-invasive disease,17,II,554,13,39,1,13,1,1,1,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg
40659_1_158,Bangladesh,2016,human,infant,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,pos,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
40659_1_286,Bangladesh,2016,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
40659_1_288,Bangladesh,2016,human,infant,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
41028_2_124,Bangladesh,2016,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,pos,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
41028_2_129,Bangladesh,2016,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,pos,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
41028_2_143,Bangladesh,2016,human,infant,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
41028_2_150,Bangladesh,2017,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
41028_2_152,Bangladesh,2017,human,infant,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
41028_2_154,Bangladesh,2017,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
41028_2_156,Bangladesh,2017,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
41028_2_158,Bangladesh,2017,human,infant,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
41028_2_160,Bangladesh,2017,human,adult,carriage,18,VI,889,9,1,6,1,3,2,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg
41028_2_178,Bangladesh,2017,human,infant,carriage,18,VI,889,9,1,6,1,3,2,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg
41028_2_180,Bangladesh,2017,human,infant,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
41028_2_186,Bangladesh,2016,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,pos,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
41028_2_224,Bangladesh,2016,human,infant,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,pos,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
41028_2_235,Bangladesh,2016,human,adult,carriage,18,VI,889,9,1,6,1,3,2,4,neg,pos,pos,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg
41028_2_244,Bangladesh,2016,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
41028_2_267,Bangladesh,2016,human,infant,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,pos,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
41028_2_35,Bangladesh,2017,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
42505_2_35,Malaysia,2010,human,adult,invasive disease,18,VI,889,9,1,6,1,3,2,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg
42505_2_37,Malaysia,2010,human,adult,invasive disease,18,VI,889,9,1,6,1,3,2,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg
42505_2_70,Philippines,2012,human,child,non-invasive disease,18,VI,889,9,1,6,1,3,2,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg
42505_2_72,Philippines,2012,human,adult,non-invasive disease,18,VI,889,9,1,6,1,3,2,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg
42505_2_74,Philippines,2012,human,adult,non-invasive disease,18,VI,889,9,1,6,1,3,2,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg
43009_1_193,Malaysia,2015,human,adult,non-invasive disease,18,VI,889*,9,1*,6,1,3,2,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg
43009_1_34,Thailand,2016,human,adult,non-invasive disease,18,VI,889,9,1,6,1,3,2,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg
43009_2_179,Thailand,2018,human,adult,invasive disease,18,VI,889,9,1,6,1,3,2,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg
43009_2_181,Thailand,2018,human,adult,invasive disease,18,VI,889,9,1,6,1,3,2,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg
44116_1_254,Bangladesh,2017,human,infant,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
47381_2_31,Malaysia,2009,human,child,non-invasive disease,18,VI,889,9,1,6,1,3,2,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg
ERR1741396,United Kingdom,2015,human,infant,invasive disease,18,VI,889,9,1,6,1,3,2,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg
GBS_0074,Bangladesh,2014,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
GBS_0099,Bangladesh,2016,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
GBS_0100,Bangladesh,2016,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
GBS_0101,Bangladesh,2016,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
GBS_0149,Bangladesh,2016,human,infant,non-invasive disease,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,pos,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
GBS_0169,Bangladesh,2016,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,pos,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
GBS_0218,Bangladesh,2016,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
GBS_0245,Bangladesh,2016,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
GBS_0251,Bangladesh,2016,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,pos,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
GBS_0258,Bangladesh,2016,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
GBS_0259,Bangladesh,2016,human,infant,non-invasive disease,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
GBS_0284,Bangladesh,2016,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
GBS_0287,Bangladesh,2016,human,infant,non-invasive disease,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,pos,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
GBS_0325,Bangladesh,2017,human,infant,non-invasive disease,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
GBS_0331,Bangladesh,2017,human,infant,non-invasive disease,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
GBS_0334,Bangladesh,2017,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
GBS_0335,Bangladesh,2017,human,infant,non-invasive disease,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
GBS_0348,Bangladesh,2017,human,infant,non-invasive disease,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
GBS_0352,Bangladesh,2016,human,infant,non-invasive disease,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,pos,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
GBS_0361,Bangladesh,2017,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
GBS_0376,Bangladesh,2017,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
GBS_0377,Bangladesh,2017,human,infant,non-invasive disease,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,pos,neg,neg,neg,pos,neg
GBS_0378,Bangladesh,2017,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
GBS_0379,Bangladesh,2017,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
GBS_0389,Bangladesh,2017,human,adult,carriage,18,VI,889,9,1,6,1,3,2,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg
GBS_0393,Bangladesh,2017,human,infant,non-invasive disease,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
GBS_0394,Bangladesh,2017,human,infant,non-invasive disease,18,VI,889,9,1,6,1,3,2,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg
GBS_0410,Bangladesh,2012,human,adult,carriage,18,II,2092,9,1,4,1,3,3,4,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,pos,neg
